cee97e34-1bae-4289-acf1-deab75efcf88,10/27/2011 11:36:58
923e2e0a-08ae-4334-8a93-2dcb0e70ffe6,10/24/2011 11:32:12
db2a4919-faed-4ed6-8682-6e3e8874cf71,10/26/2011 17:58:40
54ecad52-d4dc-4c3c-8371-a429572e4b06,10/18/2011 06:59:46
6a1c4f08-815c-424b-bbb7-afc4e2b4a6b1,11/09/2011 12:24:41
b143de6a-046f-48e6-858c-949d862e19b3,11/01/2011 01:40:44
cfac2a82-f391-4a75-acf9-cf664389bf58,10/17/2011 14:22:31
e0c6b8aa-8176-45aa-80ae-e69a7aabe930,11/09/2011 23:58:52
3cbdeacb-fd16-4526-9c8b-eb349f648253,10/21/2011 04:30:44
82237e3f-91ce-468e-8363-efafbe7513e8,11/02/2011 22:47:11
ab25deaf-a17b-418a-9acf-3459ee611c6b,10/25/2011 19:18:24
9bd09d26-45bd-4466-85c5-35d093ba76a1,10/30/2011 08:25:05
b6dc3453-e0c7-45bd-92e3-89a8bbaf2d1f,11/12/2011 07:11:31
9f21e2f5-efe6-4155-9004-33ca9adbb091,10/18/2011 20:06:23
fea46bcb-4fc3-462c-a5be-65792c18883d,11/07/2011 20:27:56
be62f25e-4568-409a-ae61-eea755405ca9,11/02/2011 04:31:53
c9e9861f-4441-44e5-b29e-855d033f2245,11/01/2011 21:34:55
42d51615-55f0-42e4-b96d-3d45d7041b00,11/12/2011 05:16:36
85a25e9e-ea70-4b52-99c9-af0c7c7c6f5e,11/10/2011 22:27:16
caeef86a-848e-4593-8715-ed77e428226e,11/12/2011 09:33:12
ea9f3789-f9ee-4189-99e5-54fae13099e4,10/15/2011 01:56:08
66ec3b54-595c-4bee-adcb-569cb6b1ceeb,11/09/2011 18:00:36
99164da0-31cf-406d-8159-6b5b14237528,10/28/2011 13:01:57
bf6b6d29-e352-4663-ac02-c423d5b46084,11/07/2011 14:47:08
85b92af0-8bd3-43cc-90da-02c8a4aa037a,10/21/2011 18:44:07
b0873628-62c0-4fcd-8c98-91c9b1df4d9a,10/31/2011 16:25:07
daa3c9ce-61a2-472d-80bf-45ccc33e598d,11/02/2011 01:00:16
fc361414-c435-4a85-8be2-d03512c39973,11/10/2011 05:51:04
97ff1a78-64d2-4184-8546-274244a6a2f9,10/31/2011 21:16:26
388c753c-b4b6-4565-86b0-c9c8ea5e3b36,10/30/2011 23:13:31
76e7ca22-984a-44aa-8630-8e5ddbd5f68a,11/10/2011 08:31:02
f2939966-4225-4f83-a3ff-bf82cba18baa,11/11/2011 05:12:40
cea27f5b-fbdb-4929-9424-d4dafb31c647,10/22/2011 22:36:02
add8eb70-489c-466c-95a8-95250215b255,11/03/2011 01:41:43
4bf4c581-db73-41b5-a143-d3b2783a9858,11/01/2011 09:00:19
c317276d-ab98-4dfe-8fa0-d1aa3d301075,11/06/2011 01:54:22
9ef66565-53b4-402f-8f99-2726211e761d,11/04/2011 07:59:16
db9b99d8-b47c-49a6-9ecd-551747653bfe,11/04/2011 06:25:36
59d4bbac-9adc-4220-ad2d-7e50f2c529f6,10/23/2011 21:27:11
2878381b-77fe-4a56-8d62-b1dc25d4af10,10/30/2011 04:55:04
f39498dc-9ab9-4440-97ff-7d9bc25f969f,11/02/2011 21:21:37
954df908-a42e-413e-9bf3-f543e7dac931,10/27/2011 05:28:55
6358cb77-e61b-4308-a83c-cdf75113f871,10/14/2011 20:08:20
e038c8eb-511b-403a-b966-d4733b57c0dc,11/06/2011 01:41:35
6256b83d-2495-4944-af14-8aa671323ae5,10/30/2011 12:02:57
b770004d-c56e-44e4-a661-8bf3eaa8cc4a,11/08/2011 06:21:44
e48cdd67-f6f1-49fd-ba1f-c3d407de5337,10/23/2011 01:54:36
1fea3554-0600-40ff-93d1-388c91afd3b2,11/07/2011 15:13:43
a68ca8a6-8823-4a95-b10e-7fc9315fe38e,11/13/2011 02:58:25
9e4492e0-df36-44a6-8421-226bb9cb2db3,10/15/2011 10:51:39
3f84bdef-fc94-4c41-a05b-3f3ee4501d70,10/28/2011 05:40:16
77bf8ad5-bc46-45b9-84b1-dedec442464b,10/28/2011 05:31:51
cb65abb5-6efb-4555-bf42-994c32dfc36e,10/26/2011 19:55:23
dce8ea86-996b-4e18-afb8-a43e74afc948,11/12/2011 12:53:12
f9c8b85e-a7cb-4d85-ae56-0a81ac6bb679,11/10/2011 17:26:01
cc5e04b2-af36-486d-893c-05fdf97966bf,10/26/2011 19:37:27
b13a8239-264b-4fe2-a117-5fcd17ca5262,10/14/2011 22:20:36
